================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: RC208
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1724
   Nhu cầu trung bình: 17.24
   Nhu cầu median: 16.00
   Nhu cầu min: 2
   Nhu cầu max: 40
   Độ lệch chuẩn: 9.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 9
   Ready Time muộn nhất: 448
   Due Date sớm nhất: 498
   Due Date muộn nhất: 942
   Độ rộng TW trung bình: 471.93
   Độ rộng TW median: 472.50
   Độ rộng TW min: 293
   Độ rộng TW max: 664
   Tổng khoảng thời gian: 933

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 3.0 - 85.0
   Khoảng cách trung bình từ kho: 33.09
   Khoảng cách median từ kho: 35.35
   Khoảng cách min từ kho: 4.24
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.0229
   Tương quan (Khoảng cách - Nhu cầu): 0.1812
   Tương quan (Độ rộng TW - Nhu cầu): -0.1751
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
43    55.0       80.0       10         33         568        10         33.54       
44    55.0       85.0       20         429        838        10         38.08       
45    55.0       82.0       10         49         504        10         35.34       
46    20.0       82.0       10         37         597        10         37.74       
47    18.0       80.0       10         315        782        10         37.20       
48    2.0        45.0       10         38         606        10         38.33       
49    42.0       5.0        10         396        904        10         45.04       
50    42.0       12.0       10         341        658        10         38.05       
51    72.0       35.0       30         351        782        10         35.34       
52    55.0       20.0       19         161        610        10         33.54       
53    25.0       30.0       3          25         516        10         25.00       
54    20.0       50.0       5          239        630        10         20.00       
55    55.0       60.0       16         448        873        10         18.03       
56    30.0       60.0       16         420        897        10         14.14       
57    50.0       35.0       19         390        843        10         18.03       
58    30.0       25.0       23         227        686        10         26.93       
59    15.0       10.0       20         401        902        10         47.17       
60    10.0       20.0       19         42         706        10         42.43       
61    15.0       60.0       17         401        923        10         26.93       
62    45.0       65.0       9          110        525        10         15.81       
63    65.0       35.0       3          29         548        10         29.15       
64    65.0       20.0       6          39         593        10         39.05       
65    45.0       30.0       17         20         498        10         20.62       
66    35.0       40.0       16         11         530        10         11.18       
67    41.0       37.0       16         404        847        10         13.04       
68    64.0       42.0       9          100        555        10         25.30       
69    40.0       60.0       21         436        907        10         10.00       
70    31.0       52.0       27         9          510        10         9.22        
71    35.0       69.0       23         330        930        10         19.65       
72    65.0       55.0       14         81         520        10         25.50       
73    63.0       65.0       8          27         622        10         27.46       
74    2.0        60.0       5          135        556        10         39.29       
75    20.0       20.0       8          430        913        10         36.06       
76    5.0        5.0        16         63         520        10         57.01       
77    60.0       12.0       31         125        530        10         42.94       
78    23.0       3.0        7          390        900        10         49.98       
79    8.0        56.0       27         190        659        10         32.56       
80    6.0        68.0       30         215        608        10         38.47       
81    47.0       47.0       13         444        942        10         7.62        
82    49.0       58.0       10         249        580        10         12.04       
83    27.0       43.0       9          14         506        10         14.76       
84    37.0       31.0       14         19         566        10         19.24       
85    57.0       29.0       18         259        650        10         27.02       
86    63.0       23.0       2          198        609        10         35.47       
87    21.0       24.0       28         212        605        10         32.20       
88    12.0       24.0       13         272        565        10         38.21       
89    24.0       58.0       19         90         549        10         17.89       
90    67.0       5.0        25         325        897        10         52.48       
91    37.0       47.0       6          204        633        10         4.24        
92    49.0       42.0       13         442        937        10         12.04       
93    53.0       43.0       14         14         581        10         14.76       
94    61.0       52.0       3          373        928        10         21.10       
95    57.0       48.0       23         265        638        10         17.12       
96    56.0       37.0       6          20         539        10         20.62       
97    55.0       54.0       26         418        825        10         15.52       
98    4.0        18.0       35         426        787        10         48.17       
99    26.0       52.0       9          14         499        10         14.14       
100   26.0       35.0       15         149        586        10         20.52       
101   31.0       67.0       3          356        930        10         19.24       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
