================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C106
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 10
   Ready Time muộn nhất: 951
   Due Date sớm nhất: 60
   Due Date muộn nhất: 1127
   Độ rộng TW trung bình: 156.15
   Độ rộng TW median: 137.00
   Độ rộng TW min: 29
   Độ rộng TW max: 387
   Tổng khoảng thời gian: 1117

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 28.85
   Khoảng cách median từ kho: 25.25
   Khoảng cách min từ kho: 10.00
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.4058
   Tương quan (Khoảng cách - Nhu cầu): 0.2206
   Tương quan (Độ rộng TW - Nhu cầu): -0.0697
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
85    70.0       58.0       20         349        632        90         31.05       
86    68.0       60.0       30         476        691        90         29.73       
87    66.0       55.0       10         67         344        90         26.48       
88    65.0       55.0       20         25         256        90         25.50       
89    65.0       60.0       30         546        807        90         26.93       
90    63.0       58.0       10         630        909        90         24.35       
91    60.0       55.0       10         20         293        90         20.62       
92    60.0       60.0       10         769        956        90         22.36       
93    67.0       85.0       20         229        580        90         44.20       
94    65.0       85.0       40         442        551        90         43.01       
95    65.0       82.0       10         227        394        90         40.61       
96    62.0       80.0       30         163        272        90         37.20       
97    60.0       80.0       10         36         291        90         36.06       
98    60.0       85.0       30         469        714        90         40.31       
99    58.0       75.0       20         30         227        90         30.81       
100   55.0       80.0       10         595        968        90         33.54       
101   55.0       85.0       20         493        880        90         38.08       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
