================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C207
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 8
   Ready Time muộn nhất: 2976
   Due Date sớm nhất: 208
   Due Date muộn nhất: 3288
   Độ rộng TW trung bình: 612.32
   Độ rộng TW median: 577.00
   Độ rộng TW min: 177
   Độ rộng TW max: 1253
   Tổng khoảng thời gian: 3280

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 29.71
   Khoảng cách median từ kho: 30.67
   Khoảng cách min từ kho: 8.25
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): -0.0212
   Tương quan (Khoảng cách - Nhu cầu): 0.1628
   Tương quan (Độ rộng TW - Nhu cầu): -0.0072
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
41    36.0       18.0       10         1468       2329       90         32.25       
42    35.0       32.0       10         2480       3195       90         18.68       
43    33.0       32.0       20         2421       3070       90         19.31       
44    33.0       35.0       10         2368       2937       90         16.55       
45    32.0       20.0       10         1621       2364       90         31.05       
46    30.0       30.0       10         1805       2564       90         22.36       
47    34.0       25.0       30         1782       2395       90         25.71       
48    30.0       35.0       10         2242       2877       90         18.03       
49    36.0       40.0       10         2605       3266       90         10.77       
50    48.0       20.0       10         812        1281       90         31.05       
51    26.0       32.0       10         1842       2901       90         22.80       
52    25.0       30.0       10         1883       2676       90         25.00       
53    25.0       35.0       10         2070       2859       90         21.21       
54    44.0       5.0        20         1078       1593       90         45.18       
55    42.0       10.0       40         998        1481       90         40.05       
56    42.0       15.0       10         897        1392       90         35.06       
57    40.0       5.0        30         1083       1776       90         45.00       
58    38.0       15.0       40         1426       2183       90         35.06       
59    38.0       5.0        30         1133       1910       90         45.04       
60    38.0       10.0       10         1392       2027       90         40.05       
61    35.0       5.0        20         1180       2049       90         45.28       
62    50.0       30.0       10         223        738        90         22.36       
63    50.0       35.0       20         18         474        90         18.03       
64    50.0       40.0       50         14         360        90         14.14       
65    48.0       30.0       10         246        899        90         21.54       
66    44.0       25.0       10         704        1197       90         25.32       
67    47.0       35.0       10         393        942        90         16.55       
68    47.0       40.0       10         12         424        90         12.21       
69    42.0       30.0       10         641        1070       90         20.10       
70    45.0       35.0       10         534        985        90         15.81       
71    95.0       30.0       30         2119       2682       90         58.52       
72    95.0       35.0       20         2192       2419       90         57.01       
73    53.0       30.0       10         131        644        90         23.85       
74    92.0       30.0       10         2169       2818       90         55.71       
75    53.0       35.0       50         87         498        90         19.85       
76    45.0       65.0       20         49         346        90         15.81       
77    90.0       35.0       10         2106       2315       90         52.20       
78    72.0       45.0       10         2701       3258       90         32.39       
79    78.0       40.0       20         2599       3164       90         39.29       
80    87.0       30.0       10         2505       2870       90         51.08       
81    85.0       25.0       10         2369       2816       90         51.48       
82    85.0       35.0       30         2563       3002       90         47.43       
83    75.0       55.0       20         1894       2115       90         35.36       
84    72.0       55.0       10         1751       2072       90         32.39       
85    70.0       58.0       20         1617       1824       90         31.05       
86    86.0       46.0       30         1969       2248       90         46.17       
87    66.0       55.0       10         1710       1921       90         26.48       
88    64.0       46.0       20         2976       3275       90         24.33       
89    65.0       60.0       30         1482       1769       90         26.93       
90    56.0       64.0       10         1275       1594       90         21.26       
91    60.0       55.0       10         2789       3279       90         20.62       
92    60.0       60.0       10         1440       1621       90         22.36       
93    67.0       85.0       20         646        901        90         44.20       
94    42.0       58.0       40         8          258        90         8.25        
95    65.0       82.0       10         708        1027       90         40.61       
96    62.0       80.0       30         852        1069       90         37.20       
97    62.0       40.0       10         2713       3275       90         24.17       
98    60.0       85.0       30         537        816        90         40.31       
99    58.0       75.0       20         948        1167       90         30.81       
100   55.0       80.0       10         379        594        90         33.54       
101   55.0       85.0       20         477        686        90         38.08       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
