================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C208
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 8
   Ready Time muộn nhất: 2648
   Due Date sớm nhất: 648
   Due Date muộn nhất: 3288
   Độ rộng TW trung bình: 640.00
   Độ rộng TW median: 640.00
   Độ rộng TW min: 640
   Độ rộng TW max: 640
   Tổng khoảng thời gian: 3280

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 29.71
   Khoảng cách median từ kho: 30.67
   Khoảng cách min từ kho: 8.25
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): nan
   Tương quan (Khoảng cách - Nhu cầu): 0.1628
   Tương quan (Độ rộng TW - Nhu cầu): nan
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
87    66.0       55.0       10         1496       2136       90         26.48       
88    64.0       46.0       20         2635       3275       90         24.33       
89    65.0       60.0       30         1306       1946       90         26.93       
90    56.0       64.0       10         1115       1755       90         21.26       
91    60.0       55.0       10         2639       3279       90         20.62       
92    60.0       60.0       10         1211       1851       90         22.36       
93    67.0       85.0       20         454        1094       90         44.20       
94    42.0       58.0       40         8          648        90         8.25        
95    65.0       82.0       10         548        1188       90         40.61       
96    62.0       80.0       30         641        1281       90         37.20       
97    62.0       40.0       10         2635       3275       90         24.17       
98    60.0       85.0       30         357        997        90         40.31       
99    58.0       75.0       20         738        1378       90         30.81       
100   55.0       80.0       10         167        807        90         33.54       
101   55.0       85.0       20         262        902        90         38.08       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
