================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C105
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 10
   Ready Time muộn nhất: 982
   Due Date sớm nhất: 120
   Due Date muộn nhất: 1127
   Độ rộng TW trung bình: 121.61
   Độ rộng TW median: 123.00
   Độ rộng TW min: 75
   Độ rộng TW max: 177
   Tổng khoảng thời gian: 1117

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 28.85
   Khoảng cách median từ kho: 25.25
   Khoảng cách min từ kho: 10.00
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.0625
   Tương quan (Khoảng cách - Nhu cầu): 0.2206
   Tương quan (Độ rộng TW - Nhu cầu): -0.1578
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
43    33.0       32.0       20         27         190        90         19.31       
44    33.0       35.0       10         16         144        90         16.55       
45    32.0       30.0       10         332        439        90         21.54       
46    30.0       30.0       10         512        629        90         22.36       
47    30.0       32.0       30         417        540        90         20.59       
48    30.0       35.0       10         982        1127       90         18.03       
49    28.0       30.0       10         601        724        90         23.32       
50    28.0       35.0       10         969        1098       90         19.21       
51    26.0       32.0       10         783        912        90         22.80       
52    25.0       30.0       10         695        816        90         25.00       
53    25.0       35.0       10         883        998        90         21.21       
54    44.0       5.0        20         255        378        90         45.18       
55    42.0       10.0       40         150        293        90         40.05       
56    42.0       15.0       10         63         190        90         35.06       
57    40.0       5.0        30         359        462        90         45.00       
58    40.0       15.0       40         35         140        90         35.00       
59    38.0       5.0        30         439        566        90         45.04       
60    38.0       15.0       10         607        784        90         35.06       
61    35.0       5.0        20         529        662        90         45.28       
62    50.0       30.0       10         491        650        90         22.36       
63    50.0       35.0       20         235        344        90         18.03       
64    50.0       40.0       50         147        242        90         14.14       
65    48.0       30.0       10         601        724        90         21.54       
66    48.0       40.0       10         50         155        90         12.81       
67    47.0       35.0       10         802        899        90         16.55       
68    47.0       40.0       10         12         143        90         12.21       
69    45.0       30.0       10         712        799        90         20.62       
70    45.0       35.0       10         889        996        90         15.81       
71    95.0       30.0       30         353        490        90         58.52       
72    95.0       35.0       20         260        393        90         57.01       
73    53.0       30.0       10         422        533        90         23.85       
74    92.0       30.0       10         442        587        90         55.71       
75    53.0       35.0       50         323        442        90         19.85       
76    45.0       65.0       20         962        1103       90         15.81       
77    90.0       35.0       10         175        288        90         52.20       
78    88.0       30.0       10         539        678        90         52.00       
79    88.0       35.0       20         78         201        90         50.29       
80    87.0       30.0       10         636        763        90         51.08       
81    85.0       25.0       10         744        845        90         51.48       
82    85.0       35.0       30         47         201        90         47.43       
83    75.0       55.0       20         344        445        90         35.36       
84    72.0       55.0       10         228        375        90         32.39       
85    70.0       58.0       20         425        556        90         31.05       
86    68.0       60.0       30         527        640        90         29.73       
87    66.0       55.0       10         141        270        90         26.48       
88    65.0       55.0       20         56         173        90         25.50       
89    65.0       60.0       30         614        739        90         26.93       
90    63.0       58.0       10         705        834        90         24.35       
91    60.0       55.0       10         20         148        90         20.62       
92    60.0       60.0       10         809        916        90         22.36       
93    67.0       85.0       20         331        478        90         44.20       
94    65.0       85.0       40         453        540        90         43.01       
95    65.0       82.0       10         260        361        90         40.61       
96    62.0       80.0       30         174        261        90         37.20       
97    60.0       80.0       10         64         187        90         36.06       
98    60.0       85.0       30         531        652        90         40.31       
99    58.0       75.0       20         30         139        90         30.81       
100   55.0       80.0       10         705        858        90         33.54       
101   55.0       85.0       20         608        765        90         38.08       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
