================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: R210
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (35.0, 35.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1458
   Nhu cầu trung bình: 14.58
   Nhu cầu median: 13.00
   Nhu cầu min: 1
   Nhu cầu max: 41
   Độ lệch chuẩn: 8.87

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 6
   Ready Time muộn nhất: 854
   Due Date sớm nhất: 159
   Due Date muộn nhất: 981
   Độ rộng TW trung bình: 383.27
   Độ rộng TW median: 321.00
   Độ rộng TW min: 73
   Độ rộng TW max: 955
   Tổng khoảng thời gian: 975

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 2.0 - 67.0
   Phạm vi tọa độ Y: 3.0 - 77.0
   Khoảng cách trung bình từ kho: 24.95
   Khoảng cách median từ kho: 24.88
   Khoảng cách min từ kho: 4.47
   Khoảng cách max từ kho: 49.93

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): -0.2086
   Tương quan (Khoảng cách - Nhu cầu): 0.0642
   Tương quan (Độ rộng TW - Nhu cầu): 0.1189
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
43    24.0       12.0       5          25         292        10         25.50       
44    23.0       3.0        7          458        867        10         34.18       
45    11.0       14.0       18         230        343        10         31.89       
46    6.0        38.0       16         29         309        10         29.15       
47    2.0        48.0       1          338        805        10         35.47       
48    8.0        56.0       27         34         602        10         34.21       
49    13.0       52.0       36         200        962        10         27.80       
50    6.0        68.0       30         441        600        10         43.93       
51    47.0       47.0       13         272        917        10         16.97       
52    49.0       58.0       10         176        625        10         26.93       
53    27.0       43.0       9          11         748        10         11.31       
54    37.0       31.0       14         403        500        10         4.47        
55    57.0       29.0       18         475        900        10         22.80       
56    63.0       23.0       2          620        739        10         30.46       
57    53.0       12.0       6          525        752        10         29.21       
58    32.0       12.0       7          246        705        10         23.19       
59    36.0       26.0       18         854        980        10         9.06        
60    21.0       24.0       28         17         972        10         17.80       
61    17.0       34.0       3          449        971        10         18.03       
62    12.0       24.0       13         126        541        10         25.50       
63    24.0       58.0       19         168        297        10         25.50       
64    27.0       69.0       10         34         588        10         34.93       
65    15.0       77.0       9          154        393        10         46.52       
66    62.0       77.0       20         49         308        10         49.93       
67    49.0       73.0       25         532        753        10         40.50       
68    67.0       5.0        25         291        404        10         43.86       
69    56.0       39.0       36         577        812        10         21.38       
70    37.0       47.0       6          165        290        10         12.17       
71    37.0       56.0       5          668        968        10         21.10       
72    57.0       68.0       15         98         537        10         39.66       
73    47.0       16.0       25         22         915        10         22.47       
74    44.0       17.0       9          143        564        10         20.12       
75    46.0       13.0       8          681        802        10         24.60       
76    49.0       11.0       18         27         711        10         27.78       
77    49.0       42.0       13         281        382        10         15.65       
78    53.0       43.0       14         821        948        10         19.70       
79    61.0       52.0       3          324        559        10         31.06       
80    57.0       48.0       23         377        476        10         25.55       
81    56.0       37.0       6          719        968        10         21.10       
82    55.0       54.0       26         268        599        10         27.59       
83    15.0       47.0       16         23         761        10         23.32       
84    14.0       37.0       11         21         842        10         21.10       
85    11.0       31.0       7          425        522        10         24.33       
86    16.0       22.0       41         110        727        10         23.02       
87    4.0        18.0       35         230        623        10         35.36       
88    28.0       18.0       26         397        470        10         18.38       
89    26.0       52.0       9          219        448        10         19.24       
90    26.0       35.0       15         409        981        10         9.00        
91    31.0       67.0       3          225        654        10         32.25       
92    15.0       19.0       1          222        964        10         25.61       
93    22.0       22.0       2          18         159        10         18.38       
94    18.0       24.0       22         691        969        10         20.25       
95    26.0       27.0       27         190        749        10         12.04       
96    25.0       24.0       20         14         793        10         14.87       
97    22.0       27.0       11         344        953        10         15.26       
98    25.0       21.0       12         462        823        10         17.20       
99    19.0       21.0       10         21         748        10         21.26       
100   20.0       26.0       9          328        437        10         17.49       
101   18.0       18.0       17         821        965        10         24.04       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
