================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: C205
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1810
   Nhu cầu trung bình: 18.10
   Nhu cầu median: 10.00
   Nhu cầu min: 10
   Nhu cầu max: 50
   Độ lệch chuẩn: 10.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 8
   Ready Time muộn nhất: 2959
   Due Date sớm nhất: 328
   Due Date muộn nhất: 3279
   Độ rộng TW trung bình: 320.00
   Độ rộng TW median: 320.00
   Độ rộng TW min: 320
   Độ rộng TW max: 320
   Tổng khoảng thời gian: 3271

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 90.00
   Service Time median: 90.00
   Service Time min: 90
   Service Time max: 90
   Tổng Service Time: 9000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 5.0 - 85.0
   Khoảng cách trung bình từ kho: 29.71
   Khoảng cách median từ kho: 30.67
   Khoảng cách min từ kho: 8.25
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): nan
   Tương quan (Khoảng cách - Nhu cầu): 0.1628
   Tương quan (Độ rộng TW - Nhu cầu): nan
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
59    38.0       5.0        30         1362       1682       90         45.04       
60    38.0       10.0       10         1550       1870       90         40.05       
61    35.0       5.0        20         1455       1775       90         45.28       
62    50.0       30.0       10         321        641        90         22.36       
63    50.0       35.0       20         40         360        90         18.03       
64    50.0       40.0       50         14         334        90         14.14       
65    48.0       30.0       10         413        733        90         21.54       
66    44.0       25.0       10         791        1111       90         25.32       
67    47.0       35.0       10         508        828        90         16.55       
68    47.0       40.0       10         12         332        90         12.21       
69    42.0       30.0       10         696        1016       90         20.10       
70    45.0       35.0       10         600        920        90         15.81       
71    95.0       30.0       30         2241       2561       90         58.52       
72    95.0       35.0       20         2146       2466       90         57.01       
73    53.0       30.0       10         228        548        90         23.85       
74    92.0       30.0       10         2334       2654       90         55.71       
75    53.0       35.0       50         133        453        90         19.85       
76    45.0       65.0       20         38         358        90         15.81       
77    90.0       35.0       10         2051       2371       90         52.20       
78    72.0       45.0       10         2820       3140       90         32.39       
79    78.0       40.0       20         2722       3042       90         39.29       
80    87.0       30.0       10         2528       2848       90         51.08       
81    85.0       25.0       10         2433       2753       90         51.48       
82    85.0       35.0       30         2623       2943       90         47.43       
83    75.0       55.0       20         1845       2165       90         35.36       
84    72.0       55.0       10         1752       2072       90         32.39       
85    70.0       58.0       20         1561       1881       90         31.05       
86    86.0       46.0       30         1949       2269       90         46.17       
87    66.0       55.0       10         1656       1976       90         26.48       
88    64.0       46.0       20         2955       3275       90         24.33       
89    65.0       60.0       30         1466       1786       90         26.93       
90    56.0       64.0       10         1275       1595       90         21.26       
91    60.0       55.0       10         2959       3279       90         20.62       
92    60.0       60.0       10         1371       1691       90         22.36       
93    67.0       85.0       20         614        934        90         44.20       
94    42.0       58.0       40         8          328        90         8.25        
95    65.0       82.0       10         708        1028       90         40.61       
96    62.0       80.0       30         801        1121       90         37.20       
97    62.0       40.0       10         2921       3241       90         24.17       
98    60.0       85.0       30         517        837        90         40.31       
99    58.0       75.0       20         898        1218       90         30.81       
100   55.0       80.0       10         327        647        90         33.54       
101   55.0       85.0       20         422        742        90         38.08       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
