================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: RC206
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1724
   Nhu cầu trung bình: 17.24
   Nhu cầu median: 16.00
   Nhu cầu min: 2
   Nhu cầu max: 40
   Độ lệch chuẩn: 9.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 11
   Ready Time muộn nhất: 702
   Due Date sớm nhất: 251
   Due Date muộn nhất: 942
   Độ rộng TW trung bình: 240.00
   Độ rộng TW median: 240.00
   Độ rộng TW min: 240
   Độ rộng TW max: 240
   Tổng khoảng thời gian: 931

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 3.0 - 85.0
   Khoảng cách trung bình từ kho: 33.09
   Khoảng cách median từ kho: 35.35
   Khoảng cách min từ kho: 4.24
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): nan
   Tương quan (Khoảng cách - Nhu cầu): 0.1812
   Tương quan (Độ rộng TW - Nhu cầu): nan
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
78    23.0       3.0        7          660        900        10         49.98       
79    8.0        56.0       27         305        545        10         32.56       
80    6.0        68.0       30         292        532        10         38.47       
81    47.0       47.0       13         702        942        10         7.62        
82    49.0       58.0       10         295        535        10         12.04       
83    27.0       43.0       9          92         332        10         14.76       
84    37.0       31.0       14         45         285        10         19.24       
85    57.0       29.0       18         335        575        10         27.02       
86    63.0       23.0       2          284        524        10         35.47       
87    21.0       24.0       28         289        529        10         32.20       
88    12.0       24.0       13         299        539        10         38.21       
89    24.0       58.0       19         200        440        10         17.89       
90    67.0       5.0        25         653        893        10         52.48       
91    37.0       47.0       6          299        539        10         4.24        
92    49.0       42.0       13         659        899        10         12.04       
93    53.0       43.0       14         14         254        10         14.76       
94    61.0       52.0       3          688        928        10         21.10       
95    57.0       48.0       23         332        572        10         17.12       
96    56.0       37.0       6          40         280        10         20.62       
97    55.0       54.0       26         502        742        10         15.52       
98    4.0        18.0       35         487        727        10         48.17       
99    26.0       52.0       9          112        352        10         14.14       
100   26.0       35.0       15         248        488        10         20.52       
101   31.0       67.0       3          690        930        10         19.24       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
