================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: RC105
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (40.0, 50.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1724
   Nhu cầu trung bình: 17.24
   Nhu cầu median: 16.00
   Nhu cầu min: 2
   Nhu cầu max: 40
   Độ lệch chuẩn: 9.42

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 11
   Ready Time muộn nhất: 200
   Due Date sớm nhất: 25
   Due Date muộn nhất: 222
   Độ rộng TW trung bình: 54.33
   Độ rộng TW median: 39.50
   Độ rộng TW min: 10
   Độ rộng TW max: 120
   Tổng khoảng thời gian: 211

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 0.0 - 95.0
   Phạm vi tọa độ Y: 3.0 - 85.0
   Khoảng cách trung bình từ kho: 33.09
   Khoảng cách median từ kho: 35.35
   Khoảng cách min từ kho: 4.24
   Khoảng cách max từ kho: 58.52

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.0644
   Tương quan (Khoảng cách - Nhu cầu): 0.1812
   Tương quan (Độ rộng TW - Nhu cầu): -0.1108
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
43    55.0       80.0       10         33         66         10         33.54       
44    55.0       85.0       20         117        168        10         38.08       
45    55.0       82.0       10         74         84         10         35.34       
46    20.0       82.0       10         37         72         10         37.74       
47    18.0       80.0       10         98         157        10         37.20       
48    2.0        45.0       10         38         109        10         38.33       
49    42.0       5.0        10         64         184        10         45.04       
50    42.0       12.0       10         109        128        10         38.05       
51    72.0       35.0       30         71         191        10         35.34       
52    55.0       20.0       19         69         126        10         33.54       
53    25.0       30.0       3          25         145        10         25.00       
54    20.0       50.0       5          101        111        10         20.00       
55    55.0       60.0       16         127        180        10         18.03       
56    30.0       60.0       16         150        160        10         14.14       
57    50.0       35.0       19         130        159        10         18.03       
58    30.0       25.0       23         82         139        10         26.93       
59    15.0       10.0       20         172        182        10         47.17       
60    10.0       20.0       19         42         162        10         42.43       
61    15.0       60.0       17         137        202        10         26.93       
62    45.0       65.0       9          55         106        10         15.81       
63    65.0       35.0       3          62         72         10         29.15       
64    65.0       20.0       6          39         108        10         39.05       
65    45.0       30.0       17         53         82         10         20.62       
66    35.0       40.0       16         11         43         10         11.18       
67    41.0       37.0       16         134        161        10         13.04       
68    64.0       42.0       9          80         90         10         25.30       
69    40.0       60.0       21         144        173        10         10.00       
70    31.0       52.0       27         51         61         10         9.22        
71    35.0       69.0       23         172        210        10         19.65       
72    65.0       55.0       14         52         107        10         25.50       
73    63.0       65.0       8          27         147        10         27.46       
74    2.0        60.0       5          65         118        10         39.29       
75    20.0       20.0       8          151        161        10         36.06       
76    5.0        5.0        16         57         172        10         57.01       
77    60.0       12.0       31         85         95         10         42.94       
78    23.0       3.0        7          163        173        10         49.98       
79    8.0        56.0       27         90         119        10         32.56       
80    6.0        68.0       30         99         109        10         38.47       
81    47.0       47.0       13         190        222        10         7.62        
82    49.0       58.0       10         80         121        10         12.04       
83    27.0       43.0       9          14         134        10         14.76       
84    37.0       31.0       14         19         139        10         19.24       
85    57.0       29.0       18         106        116        10         27.02       
86    63.0       23.0       2          42         162        10         35.47       
87    21.0       24.0       28         77         126        10         32.20       
88    12.0       24.0       13         100        110        10         38.21       
89    24.0       58.0       19         67         96         10         17.89       
90    67.0       5.0        25         105        177        10         52.48       
91    37.0       47.0       6          74         127        10         4.24        
92    49.0       42.0       13         97         217        10         12.04       
93    53.0       43.0       14         15         25         10         14.76       
94    61.0       52.0       3          173        208        10         21.10       
95    57.0       48.0       23         50         170        10         17.12       
96    56.0       37.0       6          20         140        10         20.62       
97    55.0       54.0       26         87         207        10         15.52       
98    4.0        18.0       35         112        157        10         48.17       
99    26.0       52.0       9          14         134        10         14.14       
100   26.0       35.0       15         87         97         10         20.52       
101   31.0       67.0       3          200        210        10         19.24       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
