================================================================================
BÁO CÁO TRỰC QUAN HÓA DATASET SOLOMON VRPTW
Dataset: R201
================================================================================

1. THÔNG TIN TỔNG QUAN
--------------------------------------------------------------------------------
   Số lượng khách hàng: 100
   Vị trí kho: (35.0, 35.0)

2. PHÂN TÍCH NHU CẦU
--------------------------------------------------------------------------------
   Tổng nhu cầu: 1458
   Nhu cầu trung bình: 14.58
   Nhu cầu median: 13.00
   Nhu cầu min: 1
   Nhu cầu max: 41
   Độ lệch chuẩn: 8.87

3. PHÂN TÍCH CỬA SỔ THỜI GIAN
--------------------------------------------------------------------------------
   Ready Time sớm nhất: 17
   Ready Time muộn nhất: 849
   Due Date sớm nhất: 172
   Due Date muộn nhất: 980
   Độ rộng TW trung bình: 115.96
   Độ rộng TW median: 117.00
   Độ rộng TW min: 27
   Độ rộng TW max: 212
   Tổng khoảng thời gian: 963

4. PHÂN TÍCH THỜI GIAN PHỤC VỤ
--------------------------------------------------------------------------------
   Service Time trung bình: 10.00
   Service Time median: 10.00
   Service Time min: 10
   Service Time max: 10
   Tổng Service Time: 1000

5. PHÂN TÍCH KHÔNG GIAN
--------------------------------------------------------------------------------
   Phạm vi tọa độ X: 2.0 - 67.0
   Phạm vi tọa độ Y: 3.0 - 77.0
   Khoảng cách trung bình từ kho: 24.95
   Khoảng cách median từ kho: 24.88
   Khoảng cách min từ kho: 4.47
   Khoảng cách max từ kho: 49.93

6. PHÂN TÍCH TƯƠNG QUAN
--------------------------------------------------------------------------------
   Tương quan (Khoảng cách - Độ rộng TW): 0.0069
   Tương quan (Khoảng cách - Nhu cầu): 0.0642
   Tương quan (Độ rộng TW - Nhu cầu): -0.0336
   Tương quan (Thời gian phục vụ - Nhu cầu): nan

7. DANH SÁCH CHI TIẾT CÁC KHÁCH HÀNG
--------------------------------------------------------------------------------
STT   Tọa độ X   Tọa độ Y   Nhu cầu    Ready      Due        Service    KC từ kho   
50    6.0        68.0       30         501        540        10         43.93       
51    47.0       47.0       13         547        642        10         16.97       
52    49.0       58.0       10         348        453        10         26.93       
53    27.0       43.0       9          174        299        10         11.31       
54    37.0       31.0       14         414        489        10         4.47        
55    57.0       29.0       18         641        734        10         22.80       
56    63.0       23.0       2          620        739        10         30.46       
57    53.0       12.0       6          585        692        10         29.21       
58    32.0       12.0       7          421        530        10         23.19       
59    36.0       26.0       18         849        980        10         9.06        
60    21.0       24.0       28         17         229        10         17.80       
61    17.0       34.0       3          721        862        10         18.03       
62    12.0       24.0       13         290        377        10         25.50       
63    24.0       58.0       19         163        302        10         25.50       
64    27.0       69.0       10         34         191        10         34.93       
65    15.0       77.0       9          214        333        10         46.52       
66    62.0       77.0       20         49         188        10         49.93       
67    49.0       73.0       25         592        693        10         40.50       
68    67.0       5.0        25         294        401        10         43.86       
69    56.0       39.0       36         637        752        10         21.38       
70    37.0       47.0       6          162        293        10         12.17       
71    37.0       56.0       5          788        968        10         21.10       
72    57.0       68.0       15         268        367        10         39.66       
73    47.0       16.0       25         31         208        10         22.47       
74    44.0       17.0       9          308        399        10         20.12       
75    46.0       13.0       8          681        802        10         24.60       
76    49.0       11.0       18         236        345        10         27.78       
77    49.0       42.0       13         290        373        10         15.65       
78    53.0       43.0       14         817        952        10         19.70       
79    61.0       52.0       3          384        499        10         31.06       
80    57.0       48.0       23         388        465        10         25.55       
81    56.0       37.0       6          839        968        10         21.10       
82    55.0       54.0       26         411        456        10         27.59       
83    15.0       47.0       16         162        289        10         23.32       
84    14.0       37.0       11         96         249        10         21.10       
85    11.0       31.0       7          436        511        10         24.33       
86    16.0       22.0       41         376        461        10         23.02       
87    4.0        18.0       35         388        465        10         35.36       
88    28.0       18.0       26         420        447        10         18.38       
89    26.0       52.0       9          279        388        10         19.24       
90    26.0       35.0       15         755        920        10         9.00        
91    31.0       67.0       3          392        487        10         32.25       
92    15.0       19.0       1          739        866        10         25.61       
93    22.0       22.0       2          18         181        10         18.38       
94    18.0       24.0       22         811        969        10         20.25       
95    26.0       27.0       27         436        503        10         12.04       
96    25.0       24.0       20         92         231        10         14.87       
97    22.0       27.0       11         607        690        10         15.26       
98    25.0       21.0       12         612        673        10         17.20       
99    19.0       21.0       10         183        306        10         21.26       
100   20.0       26.0       9          333        432        10         17.49       
101   18.0       18.0       17         798        965        10         24.04       

================================================================================
Báo cáo được tạo tự động từ VRPTWVisualizer
================================================================================
